Unnamed: 0,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Churn_Prob,Churn_Risk
106,295217,67411.0,4059.57,0,0,2,4,0,0,18,0,10,19259,19259.0,1034,5,4,12,0.8333333333333334,0.4166666666666667,0.0536891842774806,1925.9,0.0,5,1,3,1,0.31535519611008783,Medium
107,591731,51370.0,4064.18,0,1,1,2,0,0,51,0,24,39625,39625.0,645,10,4,12,2.0,0.8333333333333334,0.0162776025236593,1651.0416666666667,2.0,8,7,8,1,0.026637647061243074,Low
108,326905,73510.0,4068.09,1,0,1,1,0,0,10,0,19,24066,24066.0,0,6,5,12,1.5833333333333333,0.5,0.0,1266.6315789473683,2.0,0,10,7,2,0.24454104165847637,Medium
109,375511,59300.0,4070.05,0,0,0,2,0,0,41,0,26,36951,36951.0,1084,9,6,12,2.1666666666666665,0.75,0.0293361478715055,1421.1923076923076,0.0,2,3,12,9,0.01086635756898279,Low
110,485283,102479.0,4072.85,0,1,0,2,0,0,3,0,2,3106,3106.0,0,2,1,12,0.1666666666666666,0.1666666666666666,0.0,1553.0,1.0,0,0,0,2,0.4515685551037577,High
111,797685,73510.0,4079.13,1,1,1,1,0,0,6,0,10,11302,11302.0,822,4,4,12,0.8333333333333334,0.3333333333333333,0.0727304901787294,1130.2,0.0,0,0,4,6,0.14424208716124884,Low
112,216467,90995.0,4083.56,0,1,1,4,0,0,41,0,14,23278,23278.0,0,7,5,12,1.1666666666666667,0.5833333333333334,0.0,1662.7142857142858,0.0,1,6,2,5,0.015609859045133156,Low
114,539673,49558.0,4087.51,0,0,1,2,0,0,34,1,22,30575,30575.0,498,8,5,12,1.8333333333333333,0.6666666666666666,0.0162878168438266,1389.7727272727273,0.0,11,2,2,7,0.06931953649005387,Low
116,484718,76367.0,4089.46,0,1,0,2,0,0,66,0,17,33867,33867.0,554,7,4,12,1.4166666666666667,0.5833333333333334,0.0163581067115481,1992.1764705882356,2.0,2,6,7,2,0.018695037366867798,Low
117,528492,60360.0,4090.75,0,1,1,2,0,0,30,1,23,48972,48972.0,821,8,4,12,1.9166666666666667,0.6666666666666666,0.0167646818590214,2129.217391304348,0.0,10,1,4,8,0.041459994175003685,Low
118,995091,55454.0,4095.2,0,0,1,2,0,0,3,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.25443952698128497,Medium
119,632793,60370.0,4097.37,0,0,0,0,0,0,18,0,17,15913,15913.0,506,8,4,12,1.4166666666666667,0.6666666666666666,0.0317979010871614,936.0588235294116,0.0,0,4,8,5,0.05111618538894247,Low
120,912220,60370.0,4097.37,0,1,0,0,0,0,52,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.04040406027319404,Low
121,382197,69367.0,4100.47,0,1,1,2,0,0,2,1,1,768,768.0,0,1,1,12,0.0833333333333333,0.0833333333333333,0.0,768.0,1.0,0,0,0,1,0.3177800310975079,Medium
122,705196,73510.0,4101.94,1,0,0,1,0,0,49,0,28,49630,49630.0,0,9,6,12,2.333333333333333,0.75,0.0,1772.5,2.0,5,8,13,2,0.02849617189321994,Low
124,119488,73510.0,4108.26,1,0,0,1,0,0,6,0,13,13658,13658.0,0,4,4,12,1.0833333333333333,0.3333333333333333,0.0,1050.6153846153843,0.0,0,0,4,9,0.13144389610732726,Low
125,287750,73510.0,4109.31,1,0,0,1,0,0,64,0,19,27901,27901.0,1213,8,5,12,1.5833333333333333,0.6666666666666666,0.0434751442600623,1468.4736842105262,0.0,6,5,6,2,0.02022852581070924,Low
126,735846,95318.0,4109.79,0,1,1,2,0,0,64,0,6,6373,6373.0,1197,4,3,12,0.5,0.3333333333333333,0.1878236309430409,1062.1666666666667,0.0,1,1,3,1,0.01354415672144596,Low
127,606026,55207.0,4110.62,0,1,0,2,0,0,29,0,27,40394,40394.0,504,11,6,12,2.25,0.9166666666666666,0.012477100559489,1496.074074074074,0.0,3,7,10,7,0.013098414817877149,Low
128,460291,55476.0,4111.2,0,0,2,2,0,0,27,0,18,34272,34272.0,0,6,5,12,1.5,0.5,0.0,1904.0,0.0,10,2,0,6,0.1679533619094245,Medium
129,743001,79533.0,4111.89,0,0,1,2,0,0,7,0,8,10682,10682.0,393,2,5,12,0.6666666666666666,0.1666666666666666,0.0367908631342445,1335.25,1.0,0,5,0,3,0.4726741031117727,High
130,869799,79533.0,4111.89,0,0,1,2,0,0,33,0,7,7485,7485.0,0,3,3,12,0.5833333333333334,0.25,0.0,1069.2857142857142,1.0,2,0,2,3,0.09927215111443932,Low
131,520321,237245.0,4112.84,0,0,1,4,0,0,27,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.006302295395429397,Low
132,279419,73510.0,4117.37,1,0,0,1,0,0,53,0,41,69113,69113.0,1354,9,9,12,3.4166666666666665,0.75,0.019591104423191,1685.6829268292684,1.0,7,4,21,9,0.010557356449453947,Low
133,170585,82675.0,4118.59,0,1,0,2,0,0,52,0,17,27484,27484.0,405,7,6,12,1.4166666666666667,0.5833333333333334,0.0147358463105807,1616.7058823529412,2.0,5,5,6,1,0.048245474733425255,Low
134,188340,82675.0,4118.59,0,1,0,2,0,0,8,0,20,21772,21772.0,992,6,5,12,1.6666666666666667,0.5,0.0455631085798273,1088.6,0.0,0,6,4,10,0.07042722707091997,Low
135,670817,82675.0,4118.59,0,1,0,2,0,0,12,0,21,30421,30421.0,682,8,4,12,1.75,0.6666666666666666,0.0224187239078268,1448.6190476190477,0.0,4,6,6,5,0.08272820894622326,Low
136,509513,73510.0,4121.25,1,1,0,1,0,0,60,0,25,51305,51305.0,576,8,6,12,2.083333333333333,0.6666666666666666,0.011226975928272,2052.2,0.0,4,0,11,10,0.003955867889710858,Low
137,779247,86987.0,4122.57,0,1,1,2,0,0,63,0,25,30732,30732.0,0,7,6,12,2.083333333333333,0.5833333333333334,0.0,1229.28,0.0,3,5,11,6,0.00960689802342364,Low
138,111255,70272.0,4122.96,0,1,1,0,0,0,57,0,23,31829,31829.0,0,9,4,12,1.9166666666666667,0.75,0.0,1383.8695652173913,0.0,4,1,10,8,0.004608796238825339,Low
139,763061,56845.0,4126.61,0,1,1,2,0,0,44,0,11,21633,21633.0,515,4,6,12,0.9166666666666666,0.3333333333333333,0.0238062219756852,1966.636363636364,0.0,2,0,8,1,0.19481112020757466,Medium
140,428919,58209.0,4139.9,0,0,2,2,0,0,29,0,16,24503,24503.0,0,7,4,12,1.3333333333333333,0.5833333333333334,0.0,1531.4375,0.0,8,0,4,4,0.08669094292598481,Low
141,139863,67223.0,4142.56,0,1,1,2,0,0,26,0,16,33709,33709.0,857,6,5,12,1.3333333333333333,0.5,0.0254234774095938,2106.8125,2.0,3,5,5,3,0.16269656967822405,Medium
142,695755,79088.0,4144.87,0,0,1,2,0,0,68,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.011416350824775455,Low
143,355331,73510.0,4145.02,1,1,2,1,0,0,53,0,31,42129,42129.0,1915,10,5,12,2.583333333333333,0.8333333333333334,0.0454556243917491,1359.0,1.0,8,10,8,5,0.013153999967914743,Low
144,578837,73510.0,4152.65,1,1,0,1,0,0,67,0,21,30059,30059.0,704,10,4,12,1.75,0.8333333333333334,0.0234206061412555,1431.3809523809523,0.0,4,8,4,5,0.003684661089316201,Low
145,603248,73510.0,4157.7,1,1,1,1,0,0,22,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.09397034345714228,Low
